idolId,accounts,onlyAccounts,tweets,favs,retweets
72,480,159,1375,2055,260
144,160,38,443,259,27
31,303,57,805,725,35
164,0,0,0,0,0
143,0,0,0,0,0
29,178,61,366,111,4
52,212,68,398,305,5
92,3980,1785,12141,11380,360
127,0,0,0,0,0
54,0,0,0,0,0
104,1060,330,3401,2946,233
76,0,0,0,0,0
65,528,142,1300,2067,145
51,269,66,618,635,419
13,0,0,0,0,0
20,1440,576,5576,4348,167
99,142,42,282,33,4
27,0,0,0,0,0
184,0,0,0,0,0
200,1485,759,3275,5013,474
6,2414,1071,11986,28583,856
47,165,29,337,198,10
150,0,0,0,0,0
116,417,113,1190,900,32
113,482,166,1602,2140,333
16,148,27,363,179,11
155,257,64,584,625,45
151,290,94,701,652,138
153,0,0,0,0,0
124,1742,703,5932,14820,1601
21,107,12,175,120,4
146,0,0,0,0,0
53,231,43,469,262,11
26,804,387,2394,1077,429
24,597,224,1477,1336,316
122,1267,392,3605,4550,470
12,0,0,0,0,0
9,589,205,1963,4557,1366
66,0,0,0,0,0
158,0,0,0,0,0
75,0,0,0,0,0
74,0,0,0,0,0
73,0,0,0,0,0
98,0,0,0,0,0
115,143,31,372,119,4
187,280,47,571,301,28
186,0,0,0,0,0
149,0,0,0,0,0
83,401,162,1122,791,102
138,0,0,0,0,0
190,225,37,448,653,307
70,194,41,404,360,30
132,2632,1237,8833,8535,1047
48,328,117,1039,1138,89
55,1976,629,9052,11408,1550
58,874,344,2295,1505,44
56,373,112,1024,1192,19
68,1472,612,5337,6357,133
1001,0,0,0,0,0
102,172,43,320,179,58
57,1065,369,4295,8010,297
50,0,0,0,0,0
154,0,0,0,0,0
33,0,0,0,0,0
11,0,0,0,0,0
188,567,195,1808,1229,51
95,68,10,174,74,51
34,2193,955,7161,5757,289
140,328,76,758,336,23
196,601,182,1722,4925,302
49,275,89,678,521,20
89,0,0,0,0,0
59,0,0,0,0,0
15,0,0,0,0,0
80,0,0,0,0,0
105,0,0,0,0,0
198,0,0,0,0,0
141,183,36,448,82,4
162,2158,1025,5173,7529,1212
5,0,0,0,0,0
120,0,0,0,0,0
110,110,23,235,65,4
67,0,0,0,0,0
1,0,0,0,0,0
195,318,78,872,591,162
63,0,0,0,0,0
114,0,0,0,0,0
1002,0,0,0,0,0
168,0,0,0,0,0
169,0,0,0,0,0
185,221,29,510,544,19
38,293,46,652,707,139
205,3663,1587,10210,4352,548
19,0,0,0,0,0
103,167,44,576,207,8
170,455,179,1275,3016,1026
175,227,51,532,89,19
97,0,0,0,0,0
71,243,83,455,143,20
133,0,0,0,0,0
96,2145,967,7165,6836,1668
135,0,0,0,0,0
78,0,0,0,0,0
88,0,0,0,0,0
39,287,59,765,365,39
204,4501,1943,12784,10005,333
194,315,58,770,447,45
77,933,385,3000,5574,1484
173,0,0,0,0,0
41,0,0,0,0,0
2,0,0,0,0,0
17,1298,479,3945,2678,210
174,0,0,0,0,0
136,849,300,3554,5984,636
118,1220,437,3907,3935,141
197,0,0,0,0,0
191,0,0,0,0,0
117,282,76,818,1109,75
160,197,52,401,190,9
85,0,0,0,0,0
131,0,0,0,0,0
61,282,82,684,795,326
165,191,41,423,321,40
82,465,87,1322,1804,280
166,95,21,151,33,3
192,0,0,0,0,0
64,0,0,0,0,0
123,0,0,0,0,0
62,1031,392,3933,3385,437
100,326,124,837,284,5
1003,0,0,0,0,0
1004,0,0,0,0,0
171,0,0,0,0,0
147,0,0,0,0,0
40,323,79,676,136,8
4,864,314,2429,1005,218
119,1528,554,5740,9709,331
23,0,0,0,0,0
84,0,0,0,0,0
35,0,0,0,0,0
87,627,152,1401,1021,22
93,402,147,813,207,18
101,0,0,0,0,0
157,0,0,0,0,0
159,0,0,0,0,0
134,0,0,0,0,0
28,0,0,0,0,0
176,526,121,1287,422,107
125,1041,309,3329,4754,558
94,0,0,0,0,0
30,271,63,572,169,8
69,2131,850,9315,12897,1132
139,550,143,1692,1099,196
161,0,0,0,0,0
10,135,20,178,105,0
145,266,47,795,1573,53
79,1100,439,3529,3770,310
86,480,127,1239,770,1038
3,0,0,0,0,0
81,0,0,0,0,0
8,0,0,0,0,0
32,0,0,0,0,0
189,2052,835,7581,36813,2914
181,0,0,0,0,0
22,0,0,0,0,0
193,0,0,0,0,0
60,272,44,586,373,21
156,548,226,1352,432,35
7,569,181,1500,799,20
130,1644,774,5824,9972,153
37,927,246,2567,2176,383
126,0,0,0,0,0
172,0,0,0,0,0
36,347,112,749,1321,33
90,2708,1291,8433,5917,360
142,520,112,1949,3745,353
45,266,67,610,626,8
14,299,36,700,305,124
128,0,0,0,0,0
129,0,0,0,0,0
25,0,0,0,0,0
206,0,0,0,0,0
18,1108,424,3767,3033,366
112,450,145,986,548,11
163,0,0,0,0,0
91,2260,978,7390,13108,871
137,0,0,0,0,0
167,815,330,2798,4765,163
121,0,0,0,0,0
111,1100,365,4503,6079,1144
