idolId,users,tweets,favs,retweets
72,502,1448,2146,270
144,167,462,270,31
31,318,845,730,35
164,0,0,0,0
143,0,0,0,0
29,191,389,117,4
52,227,426,313,5
92,4133,12715,11707,361
127,0,0,0,0
54,0,0,0,0
104,1115,3562,2997,234
76,0,0,0,0
65,549,1365,2140,147
51,283,662,661,445
13,0,0,0,0
20,1502,5827,4398,174
99,149,297,38,4
27,0,0,0,0
184,0,0,0,0
200,1536,3403,5079,475
6,2510,12447,29134,872
47,174,353,200,10
150,0,0,0,0
116,438,1249,909,32
113,510,1656,2149,333
16,161,384,181,11
155,270,613,640,45
151,304,738,658,138
153,0,0,0,0
124,1804,6195,15375,1733
21,114,193,148,12
146,0,0,0,0
53,244,492,271,11
26,837,2497,1084,429
24,627,1553,1342,316
122,1317,3788,4633,470
12,0,0,0,0
9,615,2044,4682,1413
66,0,0,0,0
158,0,0,0,0
75,0,0,0,0
74,0,0,0,0
73,0,0,0,0
98,0,0,0,0
115,154,393,119,4
187,286,590,302,28
186,0,0,0,0
149,0,0,0,0
83,419,1163,794,102
138,0,0,0,0
190,230,465,656,307
70,203,420,366,30
132,2740,9225,8659,1070
48,343,1081,1148,90
55,2043,9473,11822,1572
58,918,2404,1533,44
56,390,1065,1201,19
68,1522,5585,6523,136
1001,0,0,0,0
102,176,325,180,58
57,1106,4473,8206,335
50,0,0,0,0
154,0,0,0,0
33,0,0,0,0
11,0,0,0,0
188,593,1906,1280,53
95,72,184,75,52
34,2274,7445,5832,301
140,343,797,350,25
196,627,1795,5000,302
49,297,719,535,20
89,0,0,0,0
59,0,0,0,0
15,0,0,0,0
80,0,0,0,0
105,0,0,0,0
198,0,0,0,0
141,194,471,83,4
162,2224,5363,7642,1229
5,0,0,0,0
120,0,0,0,0
110,113,243,65,4
67,0,0,0,0
1,0,0,0,0
195,337,914,601,162
63,0,0,0,0
114,0,0,0,0
1002,0,0,0,0
168,0,0,0,0
169,0,0,0,0
185,234,532,548,19
38,307,683,718,139
205,3818,10694,4440,555
19,0,0,0,0
103,175,606,207,8
170,468,1330,3094,1044
175,242,557,92,19
97,0,0,0,0
71,250,469,148,21
133,0,0,0,0
96,2223,7464,6922,1700
135,0,0,0,0
78,0,0,0,0
88,0,0,0,0
39,298,792,367,40
204,4643,13311,10410,342
194,332,802,450,45
77,975,3122,5695,1537
173,0,0,0,0
41,0,0,0,0
2,0,0,0,0
17,1355,4116,2705,210
174,0,0,0,0
136,890,3729,6115,655
118,1306,4153,4079,151
197,0,0,0,0
191,0,0,0,0
117,293,856,1127,76
160,207,419,192,9
85,0,0,0,0
131,0,0,0,0
61,286,703,800,327
165,201,438,323,40
82,489,1412,1916,281
166,99,157,33,3
192,0,0,0,0
64,0,0,0,0
123,0,0,0,0
62,1072,4105,3400,439
100,341,876,285,5
1003,0,0,0,0
1004,0,0,0,0
171,0,0,0,0
147,0,0,0,0
40,342,718,137,8
4,910,2534,1022,224
119,1585,6028,9982,342
23,0,0,0,0
84,0,0,0,0
35,0,0,0,0
87,651,1479,1043,22
93,417,859,209,18
101,0,0,0,0
157,0,0,0,0
159,0,0,0,0
134,0,0,0,0
28,0,0,0,0
176,546,1346,430,107
125,1077,3474,4813,559
94,0,0,0,0
30,280,590,170,8
69,2269,9917,13398,1257
139,584,1790,1179,208
161,0,0,0,0
10,143,188,109,0
145,284,839,1658,58
79,1154,3723,3871,322
86,495,1285,780,1067
3,0,0,0,0
81,0,0,0,0
8,0,0,0,0
32,0,0,0,0
189,2145,7955,39427,3097
181,0,0,0,0
22,0,0,0,0
193,0,0,0,0
60,285,612,379,21
156,571,1409,440,35
7,607,1588,813,21
130,1716,6116,10192,153
37,981,2713,2231,388
126,0,0,0,0
172,0,0,0,0
36,366,787,1353,34
90,2813,8851,6037,366
142,555,2079,3939,369
45,278,635,631,8
14,315,732,317,125
128,0,0,0,0
129,0,0,0,0
25,0,0,0,0
206,0,0,0,0
18,1152,3903,3050,368
112,470,1036,557,11
163,0,0,0,0
91,2376,7772,13738,901
137,0,0,0,0
167,849,2944,4861,163
121,0,0,0,0
111,1151,4708,6322,1169
