idolId,users,tweets,favs,retweets
72,193,305,823,100
144,56,96,174,17
31,109,176,430,10
164,0,0,0,0
143,0,0,0,0
29,66,87,66,2
52,66,87,105,1
92,1662,2720,2704,134
127,0,0,0,0
54,0,0,0,0
104,432,733,1250,88
76,0,0,0,0
65,208,315,632,96
51,89,112,229,123
13,0,0,0,0
20,617,1217,2043,73
99,52,73,13,1
27,0,0,0,0
184,0,0,0,0
200,539,782,2635,222
6,1093,2330,6744,430
47,53,72,103,1
150,0,0,0,0
116,164,291,392,21
113,174,290,614,43
16,42,69,83,1
155,84,109,171,4
151,84,120,339,76
153,0,0,0,0
124,772,1386,5625,811
21,32,43,43,0
146,0,0,0,0
53,58,94,92,1
26,356,569,750,267
24,252,392,731,148
122,485,780,1633,29
12,0,0,0,0
9,213,390,1709,519
66,0,0,0,0
158,0,0,0,0
75,0,0,0,0
74,0,0,0,0
73,0,0,0,0
98,0,0,0,0
115,48,76,100,3
187,58,102,89,13
186,0,0,0,0
149,0,0,0,0
83,176,271,527,26
138,0,0,0,0
190,59,88,418,239
70,72,100,196,21
132,1149,1984,4471,304
48,119,205,586,64
55,894,1903,3844,516
58,364,562,1014,30
56,149,231,442,9
68,629,1113,2469,50
1001,0,0,0,0
102,26,38,103,36
57,440,854,3551,43
50,0,0,0,0
154,0,0,0,0
33,0,0,0,0
11,0,0,0,0
188,237,414,600,16
95,11,18,19,12
34,909,1596,2501,134
140,120,172,205,8
196,243,422,2021,138
49,86,129,197,11
89,0,0,0,0
59,0,0,0,0
15,0,0,0,0
80,0,0,0,0
105,0,0,0,0
198,0,0,0,0
141,67,100,12,1
162,950,1362,4442,769
5,0,0,0,0
120,0,0,0,0
110,28,44,39,2
67,0,0,0,0
1,0,0,0,0
195,106,171,242,90
63,0,0,0,0
114,0,0,0,0
1002,0,0,0,0
168,0,0,0,0
169,0,0,0,0
185,74,116,293,11
38,73,106,39,2
205,1527,2345,1852,229
19,0,0,0,0
103,59,107,101,6
170,181,318,1393,566
175,85,130,53,14
97,0,0,0,0
71,72,105,46,4
133,0,0,0,0
96,870,1463,2114,571
135,0,0,0,0
78,0,0,0,0
88,0,0,0,0
39,95,139,152,4
204,2065,3093,4670,105
194,106,171,268,4
77,432,730,2296,425
173,0,0,0,0
41,0,0,0,0
2,0,0,0,0
17,569,964,975,65
174,0,0,0,0
136,365,723,1997,200
118,492,818,1302,56
197,0,0,0,0
191,0,0,0,0
117,107,174,627,35
160,62,89,113,8
85,0,0,0,0
131,0,0,0,0
61,108,167,485,244
165,52,73,166,32
82,173,270,845,197
166,22,26,26,2
192,0,0,0,0
64,0,0,0,0
123,0,0,0,0
62,448,821,1966,269
100,138,209,165,1
1003,0,0,0,0
1004,0,0,0,0
171,0,0,0,0
147,0,0,0,0
40,103,149,97,3
4,322,555,474,51
119,655,1186,3598,76
23,0,0,0,0
84,0,0,0,0
35,0,0,0,0
87,195,282,560,7
93,148,189,72,6
101,0,0,0,0
157,0,0,0,0
159,0,0,0,0
134,0,0,0,0
28,0,0,0,0
176,151,232,127,58
125,465,786,1820,107
94,0,0,0,0
30,75,117,97,2
69,930,1902,6016,632
139,226,354,252,36
161,0,0,0,0
10,25,31,6,0
145,68,138,442,18
79,459,744,1998,268
86,154,257,532,477
3,0,0,0,0
81,0,0,0,0
8,0,0,0,0
32,0,0,0,0
189,848,1648,4160,405
181,0,0,0,0
22,0,0,0,0
193,0,0,0,0
60,101,150,279,5
156,204,320,195,15
7,204,340,396,15
130,674,1169,4333,39
37,307,483,1292,276
126,0,0,0,0
172,0,0,0,0
36,106,168,666,14
90,1084,1859,1731,89
142,218,392,1462,128
45,90,136,311,2
14,71,133,150,79
128,0,0,0,0
129,0,0,0,0
25,0,0,0,0
206,0,0,0,0
18,476,832,1376,48
112,161,228,378,4
163,0,0,0,0
91,873,1586,5315,272
137,0,0,0,0
167,350,586,1439,40
121,0,0,0,0
111,443,816,1839,342
