idolId,accounts,onlyAccounts,tweets,favs,retweets
72,435,159,1234,1955,245
144,149,36,406,255,26
31,280,54,735,699,34
164,0,0,0,0,0
143,0,0,0,0,0
29,165,60,338,110,4
52,192,66,352,288,3
92,3580,1711,10707,10422,293
127,0,0,0,0,0
54,0,0,0,0,0
104,974,317,3069,2884,230
76,0,0,0,0,0
65,474,138,1159,1894,144
51,241,64,546,580,378
13,0,0,0,0,0
20,1320,549,4986,4196,154
99,130,40,260,31,4
27,0,0,0,0,0
184,0,0,0,0,0
200,1358,711,2893,4420,432
6,2193,1018,10595,26020,719
47,145,25,300,195,9
150,0,0,0,0,0
116,380,115,1073,872,31
113,426,160,1399,1992,300
16,132,25,320,172,11
155,232,65,524,596,45
151,249,82,607,585,131
153,0,0,0,0,0
124,1560,669,5256,13293,1450
21,100,11,163,119,4
146,0,0,0,0,0
53,214,42,428,248,10
26,759,376,2175,1053,428
24,543,217,1294,1272,305
122,1122,361,3138,4096,448
12,0,0,0,0,0
9,549,202,1767,4172,1228
66,0,0,0,0,0
158,0,0,0,0,0
75,0,0,0,0,0
74,0,0,0,0,0
73,0,0,0,0,0
98,0,0,0,0,0
115,133,30,338,117,4
187,261,43,529,299,28
186,0,0,0,0,0
149,0,0,0,0,0
83,371,154,1017,774,101
138,0,0,0,0,0
190,211,36,406,630,306
70,177,38,360,342,29
132,2425,1207,7892,7953,964
48,292,113,912,1031,84
55,1791,603,7995,10027,1464
58,812,336,2039,1433,43
56,340,115,916,1129,18
68,1342,585,4690,5727,119
1001,0,0,0,0,0
102,155,43,286,178,58
57,962,348,3859,7513,249
50,0,0,0,0,0
154,0,0,0,0,0
33,0,0,0,0,0
11,0,0,0,0,0
188,524,192,1629,1194,50
95,59,8,155,68,46
34,2016,914,6394,5308,244
140,304,74,695,329,22
196,529,176,1452,3867,168
49,242,83,593,470,19
89,0,0,0,0,0
59,0,0,0,0,0
15,0,0,0,0,0
80,0,0,0,0,0
105,0,0,0,0,0
198,0,0,0,0,0
141,163,34,401,79,4
162,1998,976,4691,7096,1153
5,0,0,0,0,0
120,0,0,0,0,0
110,100,22,213,62,4
67,0,0,0,0,0
1,0,0,0,0,0
195,282,77,765,565,161
63,0,0,0,0,0
114,0,0,0,0,0
1002,0,0,0,0,0
168,0,0,0,0,0
169,0,0,0,0,0
185,192,26,450,530,17
38,234,43,499,329,28
205,3356,1506,9111,4073,505
19,0,0,0,0,0
103,148,42,499,191,8
170,424,171,1163,2900,1009
175,201,51,468,81,19
97,0,0,0,0,0
71,223,78,417,128,19
133,0,0,0,0,0
96,1896,882,6254,6331,1499
135,0,0,0,0,0
78,0,0,0,0,0
88,0,0,0,0,0
39,257,54,665,314,17
204,4158,1854,11470,9087,209
194,271,52,665,414,32
77,866,373,2720,5121,1329
173,0,0,0,0,0
41,0,0,0,0,0
2,0,0,0,0,0
17,1190,469,3571,2530,206
174,0,0,0,0,0
136,795,296,3202,5592,583
118,1084,402,3407,3602,122
197,0,0,0,0,0
191,0,0,0,0,0
117,246,72,717,858,49
160,177,53,353,183,9
85,0,0,0,0,0
131,0,0,0,0,0
61,261,80,628,776,326
165,170,37,376,305,40
82,411,81,1157,1675,247
166,87,20,136,33,3
192,0,0,0,0,0
64,0,0,0,0,0
123,0,0,0,0,0
62,953,376,3486,3298,431
100,303,118,766,267,5
1003,0,0,0,0,0
1004,0,0,0,0,0
171,0,0,0,0,0
147,0,0,0,0,0
40,286,73,602,131,7
4,792,299,2173,982,215
119,1395,536,5142,9261,321
23,0,0,0,0,0
84,0,0,0,0,0
35,0,0,0,0,0
87,572,149,1242,945,19
93,348,138,718,147,11
101,0,0,0,0,0
157,0,0,0,0,0
159,0,0,0,0,0
134,0,0,0,0,0
28,0,0,0,0,0
176,484,121,1166,409,107
125,945,301,2947,4336,541
94,0,0,0,0,0
30,255,63,531,165,7
69,1936,819,8261,12019,1063
139,501,133,1510,983,169
161,0,0,0,0,0
10,86,16,116,23,0
145,236,46,700,1381,29
79,999,417,3145,3571,307
86,446,118,1117,757,995
3,0,0,0,0,0
81,0,0,0,0,0
8,0,0,0,0,0
32,0,0,0,0,0
189,1869,801,6716,29991,2465
181,0,0,0,0,0
22,0,0,0,0,0
193,0,0,0,0,0
60,234,40,500,337,8
156,510,212,1230,415,34
7,502,178,1326,756,20
130,1480,728,5122,9383,149
37,796,224,2218,2019,365
126,0,0,0,0,0
172,0,0,0,0,0
36,310,110,654,1213,31
90,2430,1234,7408,5019,296
142,457,108,1721,3467,321
45,226,64,510,570,3
14,270,35,625,264,106
128,0,0,0,0,0
129,0,0,0,0,0
25,0,0,0,0,0
206,0,0,0,0,0
18,1052,422,3438,2926,349
112,403,141,883,539,10
163,0,0,0,0,0
91,2035,946,6466,11494,749
137,0,0,0,0,0
167,745,317,2477,4443,160
121,0,0,0,0,0
111,1026,359,4065,5620,1102
