idolId,users,tweets,favs,retweets
72,300,674,1204,121
144,91,224,201,17
31,176,410,541,20
164,0,0,0,0
143,0,0,0,0
29,107,187,90,2
52,114,188,176,1
92,2303,5691,4921,180
127,0,0,0,0
54,0,0,0,0
104,610,1573,1834,140
76,0,0,0,0
65,304,643,1243,118
51,150,275,374,227
13,0,0,0,0
20,863,2741,3170,108
99,85,160,18,3
27,0,0,0,0
184,0,0,0,0
200,883,1674,3718,330
6,1529,5560,14485,599
47,86,165,141,3
150,0,0,0,0
116,243,611,501,25
113,280,713,1195,111
16,82,173,106,2
155,132,266,338,9
151,163,309,485,109
153,0,0,0,0
124,1068,2887,8426,1088
21,68,107,107,4
146,0,0,0,0
53,123,215,167,2
26,541,1272,909,313
24,392,784,1135,266
122,765,1706,2879,332
12,0,0,0,0
9,313,932,2691,799
66,0,0,0,0
158,0,0,0,0
75,0,0,0,0
74,0,0,0,0
73,0,0,0,0
98,0,0,0,0
115,75,183,105,3
187,91,207,122,23
186,0,0,0,0
149,0,0,0,0
83,270,608,698,76
138,0,0,0,0
190,89,173,537,283
70,117,205,267,24
132,1674,4443,5860,391
48,189,467,787,66
55,1253,4258,5518,731
58,566,1190,1212,33
56,221,494,640,12
68,949,2476,3485,81
1001,0,0,0,0
102,109,177,153,56
57,673,2044,5685,89
50,0,0,0,0
154,0,0,0,0
33,0,0,0,0
11,0,0,0,0
188,371,942,913,30
95,29,66,32,20
34,1398,3679,3822,203
140,194,383,244,10
196,397,891,3108,166
49,140,306,316,15
89,0,0,0,0
59,0,0,0,0
15,0,0,0,0
80,0,0,0,0
105,0,0,0,0
198,0,0,0,0
141,121,222,48,4
162,1379,2756,5325,841
5,0,0,0,0
120,0,0,0,0
110,63,115,48,2
67,0,0,0,0
1,0,0,0,0
195,176,397,382,122
63,0,0,0,0
114,0,0,0,0
1002,0,0,0,0
168,0,0,0,0
169,0,0,0,0
185,131,273,473,17
38,165,308,288,27
205,2259,4924,2636,334
19,0,0,0,0
103,99,263,146,6
170,288,648,1786,593
175,133,275,67,15
97,0,0,0,0
71,118,206,71,5
133,0,0,0,0
96,1309,3368,4593,1094
135,0,0,0,0
78,0,0,0,0
88,0,0,0,0
39,163,350,226,4
204,2904,6400,6544,161
194,173,370,338,7
77,610,1543,3552,845
173,0,0,0,0
41,0,0,0,0
2,0,0,0,0
17,832,2019,1808,91
174,0,0,0,0
136,521,1684,3647,355
118,749,1876,2166,83
197,0,0,0,0
191,0,0,0,0
117,176,387,763,42
160,117,205,143,9
85,0,0,0,0
131,0,0,0,0
61,156,356,585,262
165,99,183,248,34
82,309,680,1400,233
166,46,68,29,2
192,0,0,0,0
64,0,0,0,0
123,0,0,0,0
62,681,1995,2805,362
100,225,456,223,5
1003,0,0,0,0
1004,0,0,0,0
171,0,0,0,0
147,0,0,0,0
40,183,327,113,5
4,525,1207,639,92
119,1003,2901,6916,227
23,0,0,0,0
84,0,0,0,0
35,0,0,0,0
87,297,598,711,12
93,223,399,111,7
101,0,0,0,0
157,0,0,0,0
159,0,0,0,0
134,0,0,0,0
28,0,0,0,0
176,337,672,330,94
125,666,1752,3297,396
94,0,0,0,0
30,117,260,133,2
69,1351,4592,8997,830
139,347,831,534,81
161,0,0,0,0
10,55,68,11,0
145,132,353,809,24
79,689,1721,3019,297
86,236,551,603,657
3,0,0,0,0
81,0,0,0,0
8,0,0,0,0
32,0,0,0,0
189,1238,3642,6691,560
181,0,0,0,0
22,0,0,0,0
193,0,0,0,0
60,158,299,319,6
156,323,689,309,19
7,321,732,546,18
130,1010,2632,6120,52
37,466,1057,1534,297
126,0,0,0,0
172,0,0,0,0
36,180,347,926,16
90,1601,4036,3237,206
142,319,947,2328,180
45,146,288,456,2
14,126,312,196,82
128,0,0,0,0
129,0,0,0,0
25,0,0,0,0
206,0,0,0,0
18,716,1881,1931,148
112,261,511,442,5
163,0,0,0,0
91,1346,3590,7515,497
137,0,0,0,0
167,520,1309,2586,66
121,0,0,0,0
111,679,2196,3731,849
